Player,Pos,Age,Tm,year,G,GS,MP,X3PA,X3P.,X2PA,X2P.,FTA,FT.,ORB,DRB,AST,STL,BLK,TOV,PF,PER,USG.,WS.48,VORP
Eddie House,SG,31,NYK,2010,18,0,371,60,25,73,39.7,12,100,6,34,37,12,0,20,20,7.3,19.3,-0.047,-0.4
Dwight Howard,C,24,ORL,2010,82,82,2843,7,0,827,61.7,816,59.199999999999996,284,798,144,75,228,274,287,24,23.9,0.223,5.4
Josh Howard,SF,29,DAL,2010,31,9,827,75,26.700000000000003,267,43.8,119,79,26,86,44,23,9,43,78,12,24.3,0.045,-0.3
Josh Howard,SF,29,WAS,2010,4,3,91,11,27.3,35,48.6,20,75,4,9,4,3,2,3,13,19.2,28.8,0.139,0
Juwan Howard,C,36,POR,2010,73,27,1632,1,0,374,51.1,70,78.60000000000001,108,227,61,27,10,72,191,10,13.9,0.077,0.1
Lester Hudson,PG,25,BOS,2010,16,0,70,5,60,13,30.8,6,83.3,3,5,8,3,2,9,7,8.7,19.9,0.003,0
Lester Hudson,PG,25,MEM,2010,9,0,61,11,18.2,24,50,7,85.7,4,6,5,5,1,5,5,18.3,30.9,0.06,0
Larry Hughes,SG,31,NYK,2010,31,14,820,97,28.9,182,40.699999999999996,79,82.3,16,94,109,40,11,56,53,12.3,20.4,0.023,0
Larry Hughes,SG,31,CHA,2010,14,2,295,42,35.699999999999996,65,30.8,34,85.3,7,25,28,12,4,19,17,11.1,22.2,0.051,0
Kris Humphries,PF,24,NJN,2010,44,0,906,1,0,292,43.5,146,69.89999999999999,82,201,25,29,37,53,102,15.1,20.8,0.066,-0.6
Chris Hunter,C,25,GSW,2010,60,9,783,4,0,213,51.2,69,75.4,56,111,37,13,35,30,132,12.2,15.2,0.08,-0.2
Lindsey Hunter,PG,39,CHI,2010,13,0,122,13,7.7,17,23.5,2,100,1,13,9,1,0,4,12,-2.2,12.8,-0.117,-0.2
Serge Ibaka,PF,20,OKC,2010,73,0,1323,2,50,368,54.300000000000004,92,63,138,259,10,25,97,68,194,15.2,16.2,0.134,-0.1
Andre Iguodala,SF,26,PHI,2010,82,82,3193,303,31,817,49.2,430,73.3,82,447,472,141,55,218,145,17.8,21.8,0.101,3.8
Zydrunas Ilgauskas,C,34,CLE,2010,64,6,1339,23,47.8,415,44.1,101,74.3,114,231,48,14,50,63,183,11.9,19,0.088,-0.4
Ersan Ilyasova,PF,22,MIL,2010,81,31,1898,241,33.6,488,49.6,158,71.5,157,360,84,53,23,71,251,15.7,20.8,0.146,1.3
Allen Iverson*,PG,34,MEM,2010,3,0,67,1,100,25,56.00000000000001,12,50,1,3,11,1,0,7,5,16.9,25,0.074,-0.1
Allen Iverson*,SG,34,PHI,2010,25,24,798,24,33.300000000000004,266,42.5,119,82.39999999999999,15,60,102,18,2,57,43,13.1,22.8,0.034,-0.4
Royal Ivey,SG,28,PHI,2010,26,0,236,24,50,31,45.2,7,85.7,5,21,17,10,2,5,25,12.6,12.2,0.117,0.1
Royal Ivey,SG,28,MIL,2010,18,0,90,11,18.2,17,41.199999999999996,5,60,1,7,10,9,0,6,14,6.8,18.2,0.003,0
Jarrett Jack,PG,26,TOR,2010,82,43,2243,199,41.199999999999996,472,51.1,241,84.2,30,192,413,60,6,163,151,16.3,19.1,0.102,1.2
Cedric Jackson,PG,23,CLE,2010,5,0,10,1,0,1,0,4,25,0,1,2,0,0,1,0,-6.6,22.2,-0.336,0
Cedric Jackson,PG,23,SAS,2010,3,0,25,2,0,5,40,4,75,1,3,6,3,2,2,2,19.2,19.7,0.124,0
Cedric Jackson,PG,23,WAS,2010,4,0,39,3,33.300000000000004,8,37.5,4,75,1,2,6,0,0,8,5,-0.2,24.1,-0.204,-0.1
Darnell Jackson,PF,24,CLE,2010,27,0,114,3,33.300000000000004,22,31.8,6,66.7,8,12,4,2,4,13,19,0.4,16.6,-0.094,-0.2
Stephen Jackson,PF,31,GSW,2010,9,9,300,40,27.500000000000004,93,48.4,37,70.3,6,29,42,14,6,26,16,14.5,25,0.008,0
Stephen Jackson,SG,31,CHA,2010,72,72,2829,353,33.4,932,45.7,397,78.60000000000001,72,294,258,118,37,233,181,15.7,27.8,0.085,2.3
LeBron James,SF,25,CLE,2010,76,76,2966,387,33.300000000000004,1141,56.00000000000001,773,76.7,71,483,651,125,77,261,119,31.1,33.5,0.299,10.9
Mike James,PG,34,WAS,2010,4,0,46,6,33.300000000000004,14,28.599999999999998,8,50,1,2,5,3,0,5,3,5.5,28.1,-0.14,-0.1
Antawn Jamison,PF,33,WAS,2010,41,41,1595,168,34.5,532,48.3,217,70,99,263,52,43,9,61,112,17.5,24.3,0.112,0.6
Antawn Jamison,PF,33,CLE,2010,25,23,811,79,34.2,257,52.900000000000006,83,50.6,37,156,32,28,12,30,67,16.7,23.1,0.122,0.3
Nathan Jawai,C,23,MIN,2010,39,2,412,1,0,110,44.5,38,68.4,49,55,24,10,9,27,58,11,16.3,0.031,-0.2
Al Jefferson,C,25,MIN,2010,76,76,2463,4,0,1121,50,266,68,180,523,137,63,98,136,205,19,24.3,0.09,1
Richard Jefferson,SF,29,SAS,2010,81,70,2520,187,31.6,588,51.5,287,73.5,58,298,158,45,40,105,178,13.1,18.3,0.113,1.5
Jared Jeffries,PF,28,NYK,2010,52,37,1462,62,32.300000000000004,168,48.8,93,64.5,99,124,83,53,58,62,157,9.7,10.3,0.057,1
Jared Jeffries,SF,28,HOU,2010,18,0,332,9,11.1,75,46.7,27,55.60000000000001,31,34,18,9,13,14,46,10.1,14.6,0.058,0.1
Brandon Jennings,PG,20,MIL,2010,82,82,2671,388,37.4,828,37,273,81.69999999999999,49,233,470,105,18,200,191,14.5,26.1,0.075,1.9
Jonas Jerebko,PF,22,DET,2010,80,73,2232,115,31.3,488,52,176,71,194,284,58,79,29,82,230,13.9,15.7,0.095,1
Yi Jianlian,PF,22,NJN,2010,52,51,1655,41,36.6,522,40.6,193,79.80000000000001,115,257,47,37,52,77,170,12.3,20.1,0.037,-0.8
Amir Johnson,PF,22,TOR,2010,82,5,1453,4,0,330,63,149,63.800000000000004,154,241,48,44,66,63,255,16.7,14.5,0.15,1.5
Anthony Johnson,PG,35,ORL,2010,31,0,406,39,33.300000000000004,72,50,20,95,8,40,63,11,1,26,32,12.4,16.7,0.116,0.1
James Johnson,PF,22,CHI,2010,65,11,757,46,32.6,164,48.8,70,72.89999999999999,34,94,48,21,43,62,126,10.4,18,0.054,0
Joe Johnson,SG,28,ATL,2010,76,76,2886,350,36.9,1036,48.8,269,81.8,74,279,369,82,5,145,145,19.3,26.3,0.14,3
Dahntay Jones,SF,29,IND,2010,76,26,1892,32,12.5,591,47.9,257,77,48,181,150,40,39,129,237,10.8,20.1,0.045,-0.8
James Jones,SF,29,MIA,2010,36,6,503,90,41.099999999999994,29,20.7,28,82.1,4,41,17,11,4,11,45,8.8,13.3,0.099,0.1
Solomon Jones,C,25,IND,2010,52,2,675,3,0,173,45.1,71,71.8,51,93,32,14,37,40,125,9.9,16.1,0.058,-0.2
DeAndre Jordan,C,21,LAC,2010,70,12,1137,2,0,236,61,128,37.5,122,230,21,16,62,75,152,12.7,14.7,0.061,-0.5
Chris Kaman,C,27,LAC,2010,76,76,2608,6,0,1196,49.2,307,74.9,184,520,120,37,94,223,213,16.5,27.1,0.044,-0.8
Jason Kapono,SF,28,PHI,2010,57,12,976,171,36.8,130,48.5,15,60,14,52,39,21,6,34,80,8.4,15.9,0.023,-0.5
Coby Karl,SF,26,GSW,2010,4,1,108,11,18.2,21,42.9,6,66.7,4,12,15,3,1,6,14,7.1,16.1,-0.028,-0.1
Jason Kidd*,PG,36,DAL,2010,80,80,2881,414,42.5,257,42,99,80.80000000000001,48,397,724,145,35,195,142,17.2,14.5,0.148,4.6
Andrei Kirilenko,SF,28,UTA,2010,58,35,1681,89,29.2,393,55.50000000000001,234,74.4,76,188,158,83,71,79,102,18.2,17.7,0.171,2.8
Kyle Korver,SG,28,UTA,2010,52,0,952,110,53.6,170,46.5,49,79.60000000000001,10,101,89,26,12,42,76,13.9,16.2,0.13,0.6
Nenad Krstic,C,26,OKC,2010,76,76,1741,5,20,555,50.5,106,71.7,134,249,52,32,45,58,177,13.7,17.1,0.116,0.1
Carl Landry,PF,26,SAC,2010,28,28,1054,3,33.300000000000004,376,52.1,147,74.1,66,116,26,27,17,50,88,16,20.7,0.105,0.1
Marcus Landry,SF,24,NYK,2010,17,0,108,26,34.599999999999994,15,46.7,5,60,5,14,0,1,2,6,14,8.1,20.6,-0.015,-0.3
Acie Law,PG,25,GSW,2010,5,0,66,3,33.300000000000004,11,72.7,15,80,0,2,7,6,0,2,5,21.3,14.7,0.236,0
Acie Law,PG,25,CHA,2010,9,0,33,1,0,15,33.300000000000004,7,85.7,0,1,3,1,1,3,3,7.5,31.1,-0.066,-0.1
Acie Law,PG,25,CHI,2010,12,1,135,12,33.300000000000004,33,51.5,27,74.1,3,11,16,4,0,12,8,15.4,22.9,0.101,0
Ty Lawson,PG,22,DEN,2010,65,8,1318,83,41,307,54.400000000000006,140,75.7,42,82,203,48,2,82,89,16.4,18,0.135,0.7
Courtney Lee,SG,24,NJN,2010,71,66,2375,225,33.800000000000004,550,47.599999999999994,153,86.9,60,192,121,93,20,76,130,12.8,17.7,0.063,0.7
David Lee,C,26,NYK,2010,81,81,3019,8,0,1250,54.900000000000006,330,81.2,228,721,295,85,40,189,257,22.2,23.8,0.163,3.7
Rashard Lewis,PF,30,ORL,2010,72,72,2369,423,39.7,382,47.599999999999994,180,80.60000000000001,62,256,107,78,28,108,180,14,19.4,0.132,2.8
Shaun Livingston,PG,24,WAS,2010,26,18,666,4,0,181,54.7,48,87.5,12,46,116,12,9,50,52,14.4,17.4,0.085,-0.1
Brook Lopez,C,21,NJN,2010,82,82,3027,2,0,1127,50,509,81.69999999999999,270,439,187,55,139,204,251,20.1,23.6,0.125,3
Kevin Love,PF,21,MIN,2010,60,22,1714,106,33,540,47.4,276,81.5,227,431,136,43,23,117,136,20.7,22.4,0.138,1.7
Kyle Lowry,PG,23,HOU,2010,68,0,1651,136,27.200000000000003,328,44.800000000000004,260,82.69999999999999,91,156,305,60,9,116,173,15.5,18.6,0.126,1.4
Corey Maggette,PF,30,GSW,2010,70,49,2081,50,26,836,53.1,551,83.5,92,281,172,51,4,168,231,20.3,26.7,0.144,0.5
Shawn Marion,SF,31,DAL,2010,75,75,2385,19,15.8,759,51.6,139,75.5,158,319,107,69,61,99,141,14.7,18.1,0.1,1.5
Cartier Martin,SF,25,GSW,2010,10,2,276,31,32.300000000000004,57,38.6,21,76.2,17,30,9,8,0,13,36,7.3,17.1,-0.01,-0.2
Cartier Martin,SF,25,WAS,2010,8,0,114,18,38.9,30,36.7,9,88.9,8,13,7,3,1,6,12,13.2,23,0.061,0
Kenyon Martin,PF,32,DEN,2010,58,58,1986,29,27.6,591,46.5,167,55.7,142,404,109,72,61,91,186,13.4,17.5,0.079,1.1
Kevin Martin,SG,26,SAC,2010,22,21,774,110,35.5,229,41.9,155,81.89999999999999,20,74,57,23,4,35,51,17,25.3,0.116,0.3
Kevin Martin,SG,26,HOU,2010,24,22,859,100,31,254,48.4,185,92.4,9,61,54,23,2,57,45,17.1,25.4,0.129,0.2
Roger Mason,SG,29,SAS,2010,79,5,1515,264,33.300000000000004,232,45.300000000000004,34,79.4,11,151,137,30,14,59,99,9.7,17.2,0.062,0.1
Wesley Matthews,SG,23,UTA,2010,82,48,2025,165,38.2,400,52.5,193,82.89999999999999,50,141,124,64,15,93,152,12.3,16.5,0.108,0.9
Jason Maxiell,C,26,DET,2010,76,29,1550,1,0,414,51.2,155,57.4,161,240,39,36,38,68,175,14,16.4,0.081,-0.2
Sean May,C,25,SAC,2010,37,4,331,4,0,107,47.699999999999996,32,65.60000000000001,20,50,17,12,7,19,46,11.7,19.3,0.044,-0.2
Eric Maynor,PG,22,UTA,2010,26,2,363,24,20.8,109,43.1,33,75.8,10,28,81,13,2,28,33,12.3,21.7,0.051,-0.2
Eric Maynor,PG,22,OKC,2010,55,0,906,47,36.199999999999996,188,45.2,39,69.19999999999999,11,80,185,27,8,57,82,11.6,15.3,0.079,-0.3
O.J. Mayo,SG,22,MEM,2010,82,82,3113,355,38.3,828,49,262,80.9,61,250,242,98,17,176,174,14.6,20.7,0.087,1.9
Luc Mbah a Moute,PF,23,MIL,2010,73,62,1866,17,35.3,352,48.6,133,69.89999999999999,171,229,81,60,39,70,181,11.8,12.1,0.122,1.6
Antonio McDyess,PF,35,SAS,2010,77,50,1617,2,0,426,48.1,57,63.2,149,306,83,43,32,79,147,12.2,15.1,0.094,0.7
JaVale McGee,C,22,WAS,2010,60,19,968,1,0,306,51,116,63.800000000000004,88,155,14,16,101,51,122,17,19.1,0.105,0.1
Tracy McGrady*,SG,30,HOU,2010,6,0,46,2,50,17,35.3,6,66.7,0,5,6,0,2,1,2,12.4,21.8,0.047,0
Tracy McGrady*,SG,30,NYK,2010,24,24,627,62,24.2,154,44.800000000000004,57,75.4,22,67,93,15,12,43,38,12.2,20.5,0.016,-0.2
Josh McRoberts,C,22,IND,2010,42,3,524,23,34.8,123,55.300000000000004,38,50,40,87,44,17,16,19,74,14.8,15.3,0.134,0.4
Jodie Meeks,SG,22,MIL,2010,41,0,486,82,28.000000000000004,95,43.2,21,85.7,5,67,22,13,4,20,33,8.4,19.2,0.029,-0.3
Jodie Meeks,SG,22,PHI,2010,19,0,233,50,38,41,51.2,18,72.2,4,23,17,5,1,5,19,15.8,20.3,0.124,0
C.J. Miles,SF,22,UTA,2010,63,28,1497,217,34.1,345,48.4,95,69.5,42,126,105,58,17,81,190,10.8,20.5,0.061,0.3
Darko Milicic,C,24,MIN,2010,24,18,614,1,0,186,49.5,28,53.6,42,91,43,18,33,33,75,12.9,16.4,0.048,0.2
Andre Miller,PG,33,POR,2010,82,66,2500,80,20,828,46.9,392,82.1,81,185,445,93,9,173,169,18.1,23.8,0.134,2.3
Brad Miller,C,33,CHI,2010,82,37,1950,132,28.000000000000004,449,47.4,220,82.69999999999999,83,316,154,44,29,107,189,12.9,18.1,0.098,0.6
Mike Miller,SG,29,WAS,2010,54,50,1805,171,48,262,51.5,85,82.39999999999999,55,281,212,39,12,115,131,13.9,14.7,0.104,1.8
Patty Mills,PG,21,POR,2010,10,0,38,4,50,20,40,7,57.099999999999994,1,1,5,0,0,4,6,11.9,38.9,-0.036,-0.1
Paul Millsap,PF,24,UTA,2010,82,8,2277,9,11.1,707,54.300000000000004,264,69.3,186,373,131,64,99,116,285,16.7,18.7,0.151,2.4
Jamario Moon,SF,29,CLE,2010,61,2,1052,100,32,147,55.800000000000004,45,80,26,165,49,34,30,23,69,12.6,12.8,0.131,0.7
Adam Morrison,SF,25,LAL,2010,31,0,241,21,23.799999999999997,64,42.199999999999996,8,62.5,10,22,18,3,2,10,17,7.4,18.3,0.009,-0.3
Anthony Morrow,SG,24,GSW,2010,69,37,2018,307,45.6,396,47.699999999999996,114,88.6,61,198,104,65,16,84,158,14,17.8,0.084,0.7
Troy Murphy,PF,29,IND,2010,72,69,2344,333,38.4,480,53.300000000000004,193,79.80000000000001,129,608,150,72,34,100,175,18,18.8,0.159,2.7
Ronald Murray,SG,30,CHA,2010,46,1,993,131,31.3,280,42.5,131,71,15,83,84,28,12,65,77,11.4,25,0.041,-0.3
Ronald Murray,SG,30,CHI,2010,29,1,680,90,31.1,182,44,63,76.2,13,72,51,18,4,26,49,12.1,21.5,0.065,-0.1
Eduardo Najera,PF,33,NJN,2010,13,2,204,17,17.599999999999998,36,47.199999999999996,12,50,12,26,15,9,2,12,33,7,15.8,-0.017,-0.1
Eduardo Najera,PF,33,DAL,2010,33,3,481,47,34,46,56.49999999999999,12,66.7,22,55,14,17,12,13,61,9.1,10.6,0.089,0.2
Steve Nash*,PG,35,PHO,2010,81,81,2660,291,42.6,694,54,225,93.8,34,234,892,42,12,295,108,21.6,22.9,0.178,2.6
Jameer Nelson,PG,27,ORL,2010,65,64,1860,226,38.1,480,48.1,116,84.5,26,168,353,48,2,139,147,15.5,22.3,0.13,1.4
Andres Nocioni,SF,30,SAC,2010,75,28,1477,249,38.6,338,40.8,99,71.7,32,190,75,32,26,67,160,11.1,20.9,0.044,-0.5
Steve Novak,SF,26,LAC,2010,54,0,362,71,31,37,54.1,9,77.8,1,32,6,7,2,2,21,8.3,14.2,0.043,-0.3
Dirk Nowitzki,PF,31,DAL,2010,81,80,3039,121,42.1,1375,48.699999999999996,586,91.5,80,540,218,70,79,149,208,22.9,28.8,0.194,3.5
Patrick O'Bryant,C,23,TOR,2010,11,0,51,1,0,14,57.099999999999994,6,50,2,9,1,2,4,5,12,9.9,20.3,-0.009,0
Jermaine O'Neal,C,31,MIA,2010,70,70,1991,2,0,743,53,225,72,124,362,92,25,95,125,212,17.9,22.9,0.135,1
Shaquille O'Neal*,C,37,CLE,2010,53,53,1240,1,0,462,56.699999999999996,226,49.6,93,262,80,15,62,105,169,17.9,25.1,0.119,0.5
Lamar Odom,PF,30,LAL,2010,82,38,2585,182,31.900000000000002,557,51,202,69.3,184,618,267,75,59,150,227,15.9,17,0.143,3.3
Mehmet Okur,C,30,UTA,2010,73,73,2149,213,38.5,562,48.6,239,82,132,383,119,38,81,127,223,15.6,21,0.126,1.5
Kevin Ollie,PG,37,OKC,2010,25,0,263,1,0,44,40.9,8,100,3,22,20,9,0,6,16,7,9.3,0.059,-0.1
Travis Outlaw,SF,25,POR,2010,11,0,231,31,38.7,70,37.1,24,87.5,13,25,8,7,8,12,13,14.8,25.4,0.071,0
Travis Outlaw,SF,25,LAC,2010,23,6,499,74,37.8,106,41.5,35,80,20,63,26,11,9,20,30,12.6,19.5,0.058,-0.1
Zaza Pachulia,C,25,ATL,2010,78,1,1089,4,0,242,49.6,143,65,117,176,42,37,31,58,186,13.1,15.5,0.121,0.3
Jannero Pargo,PG,30,CHI,2010,63,5,829,138,27.500000000000004,243,38.7,45,93.30000000000001,9,69,89,29,2,50,68,8.9,24.4,-0.015,-0.8
Anthony Parker,SG,34,CLE,2010,81,81,2289,261,41.4,214,45.800000000000004,95,78.9,30,201,157,63,18,71,151,9.9,12,0.103,1.6
Tony Parker,PG,27,SAS,2010,56,50,1728,34,29.4,682,49.7,246,75.6,7,128,317,29,8,149,96,16.4,25.8,0.101,0.1
Chris Paul,PG,24,NOH,2010,45,45,1712,127,40.9,510,51.4,190,84.7,20,171,480,96,8,112,118,23.7,22.2,0.204,3
Sasha Pavlovic,SF,26,MIN,2010,71,0,877,118,29.7,182,40.699999999999996,26,38.5,12,105,58,23,6,53,84,5.4,18.1,-0.063,-1.1
Oleksiy Pecherov,C,24,MIN,2010,44,5,447,52,26.900000000000002,136,46.300000000000004,32,90.60000000000001,32,92,11,9,14,32,55,12,22.8,0.01,-0.6
Kendrick Perkins,C,25,BOS,2010,78,78,2154,3,0,519,60.5,280,58.199999999999996,155,440,80,26,132,165,219,15,17.6,0.117,1.2
Morris Peterson,SG,32,NOH,2010,46,39,973,171,36.3,130,41.5,54,61.1,17,109,41,25,5,27,81,9.3,16.5,0.039,-0.2
Johan Petro,C,24,DEN,2010,36,16,436,1,0,100,54,21,66.7,32,97,14,10,13,23,80,10.7,13.6,0.089,-0.1
Paul Pierce,SF,32,BOS,2010,71,71,2411,263,41.4,604,49.7,433,85.2,39,271,218,84,31,166,196,18.2,23.8,0.165,2.9
Mickael Pietrus,SF,27,ORL,2010,75,24,1687,306,37.9,233,50.2,109,63.3,39,176,49,53,31,69,138,11.9,18,0.103,1.1
James Posey,SF,33,NOH,2010,77,2,1731,242,33.5,103,43.7,80,82.5,32,297,117,42,19,51,204,8.7,11.4,0.067,0.6
Josh Powell,PF,27,LAL,2010,63,0,581,16,43.8,178,36,31,64.5,44,72,35,9,6,33,71,6.7,18.6,0.001,-0.6
A.J. Price,PG,23,IND,2010,56,2,865,174,34.5,180,47.199999999999996,75,80,12,76,106,35,3,59,53,14,22.7,0.065,0
Ronnie Price,PG,26,UTA,2010,60,4,806,63,28.599999999999998,179,44.7,59,69.5,28,46,123,40,13,56,109,10.3,18,0.056,0
Tayshaun Prince,SF,29,DET,2010,49,49,1664,73,37,507,50.3,98,71.39999999999999,71,177,161,34,22,60,77,16,18.9,0.091,1.1
Chris Quinn,PG,26,NJN,2010,25,0,223,32,31.3,24,41.699999999999996,6,100,1,15,29,9,1,10,15,9.3,14.1,0.025,-0.2
Vladimir Radmanovic,PF,29,CHA,2010,8,0,133,22,31.8,20,35,6,66.7,8,21,7,3,1,5,18,8,17.3,0.055,0
Vladimir Radmanovic,PF,29,GSW,2010,33,20,758,86,26.700000000000003,145,45.5,21,76.2,43,106,38,26,6,39,79,7.9,15.8,-0.012,-0.4
Anthony Randolph,C,20,GSW,2010,33,8,749,5,20,304,44.7,136,80.10000000000001,73,142,42,28,51,49,92,18.7,23.9,0.098,0.1
Zach Randolph,PF,28,MEM,2010,81,81,3051,52,28.799999999999997,1284,49.6,465,77.8,330,620,149,80,34,174,226,21.2,24.6,0.153,2.2
Michael Redd,SG,30,MIL,2010,18,12,492,60,30,153,37.3,66,71.2,11,43,39,19,2,15,24,12.1,23.7,0.059,0
J.J. Redick,SG,25,ORL,2010,82,9,1808,274,40.5,279,47.3,222,86,17,138,158,28,4,63,118,15,18.3,0.173,1.5
Jason Richardson,SG,29,PHO,2010,79,76,2485,400,39.300000000000004,598,52.800000000000004,184,73.9,81,323,143,66,33,92,169,16.6,20.8,0.128,2.7
Quentin Richardson,SF,29,MIA,2010,76,75,2082,358,39.7,203,49.3,71,73.2,64,310,93,70,18,62,169,12.9,14.8,0.133,2.1
Luke Ridnour,PG,28,MIL,2010,82,0,1759,181,38.1,505,51.300000000000004,140,90.7,24,119,324,54,7,106,182,17.7,22,0.168,1.3
Nate Robinson,PG,25,NYK,2010,30,2,733,136,37.5,200,50.5,54,77.8,23,49,112,27,5,53,66,17.6,25.4,0.091,0.3
Nate Robinson,PG,25,BOS,2010,26,0,382,87,41.4,70,38.6,13,61.5,5,33,51,22,0,20,50,13.9,22.4,0.103,0.3
Sergio Rodriguez,PG,23,SAC,2010,39,0,517,42,35.699999999999996,148,49.3,62,69.39999999999999,15,35,121,29,3,59,46,16.9,23.6,0.074,0
Sergio Rodriguez,PG,23,NYK,2010,27,8,531,49,34.699999999999996,112,55.400000000000006,31,80.60000000000001,9,30,91,21,2,55,38,12.8,19.5,0.033,-0.3
Rajon Rondo,PG,23,BOS,2010,81,81,2963,80,21.3,824,53.6,282,62.1,100,260,794,189,11,246,198,19.1,20.2,0.156,4.1
Derrick Rose,PG,21,CHI,2010,78,78,2871,60,26.700000000000003,1313,50,338,76.6,65,228,469,57,27,217,96,18.6,27.2,0.1,1.8
Quinton Ross,SF,28,DAL,2010,27,7,301,13,23.1,43,46.5,8,62.5,11,16,7,7,4,3,34,5.4,9.6,0.043,-0.1
Quinton Ross,SG,28,WAS,2010,25,0,261,8,12.5,47,34,6,50,6,16,5,6,2,8,35,0.3,11.4,-0.067,-0.4
Brandon Roy,SG,25,POR,2010,65,65,2419,221,33,817,51.2,440,78,73,212,305,61,16,129,136,21.3,26.7,0.18,3.7
Brandon Rush,SG,24,IND,2010,82,64,2491,302,41.099999999999994,400,43.3,89,62.9,41,305,112,56,65,93,159,9.6,14.8,0.047,0.4
John Salmons,SG,30,CHI,2010,51,28,1695,192,38,356,44.1,147,78.9,18,156,125,65,22,70,101,12.7,18.1,0.092,1
John Salmons,SG,30,MIL,2010,30,28,1129,117,38.5,326,49.7,158,86.7,17,79,98,34,4,53,65,17.6,22.7,0.165,1.1
Brian Scalabrine,PF,31,BOS,2010,52,3,472,49,32.7,36,36.1,6,66.7,9,39,27,9,4,17,59,3.6,10.4,0.019,-0.2
Luis Scola,PF,29,HOU,2010,82,82,2671,5,20,1085,51.5,267,77.9,175,530,169,63,26,163,246,17.2,22.7,0.114,1.1
Thabo Sefolosha,SG,25,OKC,2010,82,82,2348,131,31.3,310,49.4,89,67.4,76,311,145,97,46,90,154,9.8,10.9,0.082,1.9
Ramon Sessions,PG,23,MIN,2010,82,1,1732,15,6.7,540,46.7,233,71.7,58,156,258,55,5,137,137,12.9,19.9,0.031,-0.6
Bobby Simmons,PF,29,NJN,2010,23,2,395,63,31.7,54,40.699999999999996,20,90,11,52,15,15,3,19,52,8,16.8,0.014,-0.2
James Singleton,SF,28,DAL,2010,25,0,211,22,22.7,42,45.2,6,100,17,38,9,11,7,12,31,10.2,17.1,0.048,0
James Singleton,PF,28,WAS,2010,32,3,766,15,13.3,175,40.6,56,83.89999999999999,91,130,22,17,36,37,82,11.8,14.9,0.059,0.1
Craig Smith,PF,26,LAC,2010,75,2,1232,5,20,392,57.4,208,63.5,97,190,84,33,25,88,194,16.9,21.2,0.117,0.5
J.R. Smith,SG,24,DEN,2010,75,0,2082,467,33.800000000000004,566,47.699999999999996,201,70.6,28,206,183,99,20,139,174,15,26.9,0.062,0.9
Jason Smith,PF,23,PHI,2010,56,2,658,29,34.5,145,44.800000000000004,42,69,54,81,33,21,28,35,110,10.6,15.8,0.048,0
Joe Smith,PF,34,ATL,2010,64,1,592,7,14.299999999999999,186,40.9,48,81.3,66,91,21,6,19,22,95,11.2,18.4,0.077,-0.4
Josh Smith,PF,24,ATL,2010,81,81,2871,7,0,992,50.8,422,61.8,223,482,342,130,172,198,240,21,22.2,0.155,5.4
Darius Songaila,C,31,NOH,2010,75,1,1410,6,16.7,482,49.8,74,81.10000000000001,59,173,70,62,14,81,206,11.6,19.5,0.044,-0.4
Marreese Speights,C,22,PHI,2010,62,1,1016,5,0,439,48.3,145,74.5,85,167,36,29,34,51,152,17.6,25.1,0.101,-0.5
Jerry Stackhouse,SG,35,MIL,2010,42,0,855,130,34.599999999999994,186,45.2,69,79.7,19,81,70,21,9,66,56,11.1,21.9,0.048,0
DeShawn Stevenson,SG,28,WAS,2010,40,13,616,62,17.7,41,43.9,25,72,7,58,44,11,5,24,51,3.3,10.2,-0.025,-0.4
DeShawn Stevenson,SG,28,DAL,2010,24,5,267,25,32,35,25.7,10,70,4,22,12,5,1,6,23,3.2,12.1,-0.015,-0.2
Peja Stojakovic,SF,32,NOH,2010,62,55,1947,352,37.5,336,43.5,107,89.7,39,188,92,48,5,56,83,12.4,18.6,0.067,0.5
Amar'e Stoudemire,PF,27,PHO,2010,82,82,2838,6,16.7,1258,55.900000000000006,632,77.10000000000001,230,502,82,52,83,213,281,22.6,27.3,0.181,1.6
Rodney Stuckey,PG,23,DET,2010,73,67,2499,79,22.8,1030,41.8,359,83.3,67,214,348,101,12,163,205,15.6,26.4,0.052,0.7
DaJuan Summers,SF,22,DET,2010,44,0,405,42,35.699999999999996,88,35.199999999999996,38,71.1,14,31,16,8,7,16,52,7.5,18.5,0.002,-0.4
Jermaine Taylor,SG,23,HOU,2010,31,4,303,22,22.7,97,41.199999999999996,46,71.7,21,25,16,10,3,19,15,11.4,23.1,0.015,-0.3
Jeff Teague,PG,21,ATL,2010,71,3,719,32,21.9,195,42.6,49,83.7,5,62,122,34,11,50,82,11,19.1,0.042,-0.4
Sebastian Telfair,PG,24,LAC,2010,39,1,582,47,23.400000000000002,119,47.099999999999994,31,77.4,5,36,114,22,5,44,65,9.8,17.4,0.015,-0.5
Sebastian Telfair,PG,24,CLE,2010,4,0,77,9,22.2,26,53.800000000000004,6,83.3,0,4,12,2,0,6,6,14,26.4,0.065,-0.1
Garrett Temple,SG,23,HOU,2010,9,0,118,12,25,17,58.8,24,66.7,2,12,7,4,4,14,16,8.6,20.1,0.004,-0.1
Garrett Temple,SG,23,SAC,2010,5,0,23,2,0,6,50,5,100,1,2,2,1,0,2,1,15.4,23.5,0.078,0
